,noun,count,noun_semantics
0,上午,1,"[ 1.980e-02 -4.060e-02  4.887e-01 -7.550e-02 -3.800e-02  1.239e-01
  6.550e-02  1.200e-03 -3.380e-02 -1.020e-02  1.069e-01  2.420e-01
  1.362e-01  2.820e-02 -5.530e-02  6.790e-02 -1.399e-01  1.862e-01
 -1.800e-01 -1.011e-01  3.570e-02  7.890e-02  2.226e-01  6.910e-02
 -7.830e-02 -8.070e-02  1.098e-01 -1.170e-01 -8.000e-03  2.860e-02
 -2.455e-01  4.390e-02  2.070e-02  8.600e-03  4.710e-02  6.500e-02
  1.458e-01 -2.218e-01  6.710e-02 -3.260e-02 -9.470e-02  2.571e-01
  1.417e-01 -1.300e-03 -4.810e-01 -1.405e-01 -2.111e-01  1.127e-01
 -3.810e-02 -9.500e-03  1.632e-01 -3.000e-04  8.860e-02 -4.467e-01
 -9.470e-02  7.800e-03 -1.004e-01 -1.581e-01 -4.120e-02  4.469e-01
 -7.380e-02 -6.640e-02 -1.197e-01  1.197e-01  4.650e-02  1.326e-01
  1.847e-01  1.859e-01  1.179e-01  1.472e-01 -1.123e-01  1.555e-01
 -7.530e-02  1.121e-01 -2.258e-01  1.792e-01 -2.410e-02  9.490e-02
  1.941e-01 -4.160e-02 -2.150e-02  5.230e-02  5.100e-03 -7.620e-02
 -1.085e-01 -1.088e-01  6.100e-02  1.817e-01  2.737e-01  1.765e-01
  5.291e-01 -1.396e-01 -8.570e-02  1.010e-01  6.270e-02  2.019e-01
  9.070e-02  1.891e-01  1.329e-01 -5.590e-02 -3.739e-01 -2.069e-01
 -5.650e-02 -5.237e-01 -2.258e-01  9.860e-02 -1.639e-01 -2.180e-02
 -5.330e-02  3.200e-03 -9.690e-02  1.052e-01 -1.858e-01 -4.930e-02
 -2.110e-02 -3.960e-02 -4.070e-02 -8.490e-02  1.824e-01  1.800e-03
 -1.405e-01  5.460e-02 -5.300e-02  1.100e-01 -1.440e-02  4.210e-02
  1.326e-01 -7.800e-02 -1.155e-01  1.157e-01  5.251e-01  3.531e-01
  1.672e-01 -1.588e-01 -2.206e-01 -8.680e-02  3.230e-02  8.510e-02
  3.900e-02 -5.460e-02  2.598e-01 -1.818e-01  1.795e-01 -9.440e-02
 -1.700e-03 -2.010e-02  1.227e-01 -5.751e-01 -7.390e-02 -2.000e-04
 -1.676e-01 -2.296e-01 -2.844e-01 -1.890e-02 -1.290e-02 -2.910e-02
 -1.358e-01 -7.400e-03 -2.700e-02 -2.380e-02  2.102e-01 -8.720e-02
 -4.450e-02  2.170e-02  1.482e-01 -1.183e-01 -4.600e-02  1.363e-01
  1.764e-01  6.520e-02 -1.425e-01  3.680e-02 -9.710e-02  1.700e-02
  5.000e-03 -4.800e-03  2.157e-01  7.320e-02 -8.940e-02 -1.737e-01
  1.573e-01 -4.388e-01 -1.900e-03 -1.804e-01 -5.000e-03 -2.360e-02
 -7.830e-02  3.780e-02  1.526e-01  4.697e-01  3.360e-02 -1.145e-01
 -5.360e-02  7.040e-02  3.120e-02 -1.400e-02  1.370e-01  1.216e-01
 -1.642e-01  1.770e-02  3.300e-02  2.104e-01  3.170e-02 -1.252e-01
  8.030e-02  1.500e-02  6.680e-02  9.180e-02  8.230e-02  1.227e-01
  8.820e-02 -1.728e-01 -1.172e-01 -1.849e-01 -2.340e-02  4.850e-02
  1.829e-01 -8.320e-02  2.445e-01  5.820e-02  3.920e-02 -1.874e-01
  8.760e-02  7.450e-02 -1.108e-01 -1.695e-01 -5.610e-02  9.690e-02
  8.630e-02  2.694e-01 -1.236e-01  7.195e-01  1.891e-01  4.500e-03
  3.440e-02  3.008e-01 -1.956e-01 -1.210e-02 -1.649e-01 -2.006e-01
  6.330e-02  1.552e-01  1.597e-01  4.290e-02 -1.230e-01 -5.110e-02
 -2.700e-02  1.271e-01  5.430e-02 -1.071e-01 -5.620e-02  7.640e-02
  1.590e-01  1.628e-01 -2.250e-02  1.610e-02 -3.400e-03  1.470e-02
 -2.471e-01 -3.274e-01 -1.020e-02  5.420e-02 -1.404e-01  5.360e-02
  4.650e-02  9.980e-02 -1.990e-02 -3.830e-02 -1.195e-01 -1.902e-01
 -9.530e-02  3.840e-02  7.560e-02  1.377e-01 -1.030e-01 -1.319e-01
  3.862e-01  1.173e-01 -1.730e-02  2.016e-01 -6.382e-01 -5.400e-03
 -6.990e-02 -4.000e-02  9.030e-02  4.200e-02  2.450e-02  1.376e-01
  1.030e-02  4.450e-02 -3.790e-02  1.637e-01 -6.400e-03  6.530e-02
  5.243e-01 -2.280e-02 -5.100e-02  1.080e-01  1.127e-01  1.860e-02]"
1,下半,1,"[ 3.060e-02  3.790e-02  4.806e-01  1.620e-02  1.408e-01 -1.296e-01
  3.087e-01  1.366e-01 -7.550e-02 -7.350e-02  2.384e-01  8.840e-02
  9.210e-02 -1.129e-01 -1.770e-02 -7.190e-02  4.540e-02  1.325e-01
 -2.198e-01  7.630e-02 -1.248e-01  1.940e-02  1.656e-01 -9.410e-02
 -1.260e-02 -1.607e-01  2.213e-01 -1.220e-02 -1.996e-01  2.055e-01
 -1.924e-01  1.056e-01 -1.590e-02  1.510e-02  9.150e-02 -7.180e-02
 -2.975e-01 -1.509e-01  1.190e-02  1.517e-01 -1.200e-02 -1.882e-01
  2.982e-01  2.307e-01 -2.899e-01 -1.740e-01 -1.882e-01 -1.350e-02
 -3.484e-01 -2.583e-01 -1.319e-01 -1.510e-02  2.090e-02 -4.981e-01
 -7.770e-02 -6.300e-02  4.680e-02  1.111e-01 -6.900e-02  1.396e-01
  8.130e-02  1.252e-01 -5.820e-02 -9.930e-02 -1.855e-01 -5.710e-02
  8.900e-03  8.710e-02  3.260e-02 -9.570e-02 -9.460e-02  2.060e-02
  6.790e-02  4.590e-02 -4.073e-01 -2.635e-01  2.057e-01  2.741e-01
 -1.773e-01  1.512e-01 -1.317e-01  5.650e-02  2.814e-01  1.460e-01
 -2.841e-01  1.304e-01  7.230e-02 -1.770e-02  1.801e-01  3.142e-01
  1.068e-01 -1.704e-01 -1.800e-02  1.150e-02  9.400e-03  1.025e-01
 -2.074e-01 -1.306e-01 -2.428e-01 -1.410e-02 -2.711e-01 -1.930e-01
  1.924e-01 -3.220e-02  1.750e-01 -4.770e-02  6.600e-03 -3.150e-02
 -6.620e-02 -1.811e-01 -2.808e-01 -3.160e-02  4.907e-01 -7.200e-03
  1.900e-02  3.365e-01  2.904e-01  2.630e-02 -3.114e-01  3.520e-02
 -4.760e-02 -1.172e-01  1.237e-01 -9.900e-02 -2.436e-01  2.479e-01
  8.800e-02 -1.492e-01 -2.435e-01  4.284e-01  7.310e-02  1.060e-01
  1.900e-02 -1.146e-01 -1.600e-02 -1.294e-01  1.053e-01  2.668e-01
  3.150e-01 -2.501e-01 -5.900e-02  3.010e-02 -3.584e-01 -2.147e-01
  2.141e-01 -6.430e-02  8.050e-02 -9.900e-02  4.500e-02  3.100e-02
  3.200e-01  1.283e-01  1.426e-01 -1.018e-01 -1.116e-01  6.330e-02
  3.720e-02  1.330e-01  2.235e-01 -4.251e-01  3.620e-02 -2.180e-01
  3.950e-02 -9.530e-02 -8.950e-02  3.294e-01  1.199e-01 -1.625e-01
  1.125e-01  1.440e-02  3.300e-02  1.849e-01  2.979e-01 -2.162e-01
 -1.430e-01  9.660e-02  1.340e-02 -5.150e-02  4.330e-02 -1.620e-02
  1.176e-01  3.300e-03  2.126e-01 -2.160e-02 -9.330e-02 -1.431e-01
  1.250e-01  3.017e-01 -1.815e-01  4.535e-01 -1.002e-01 -9.970e-02
  2.360e-02  2.290e-02 -4.860e-02 -6.500e-02 -4.000e-04  1.954e-01
 -3.060e-01 -2.685e-01  6.310e-02 -1.800e-02 -2.440e-02 -5.280e-02
 -8.500e-03  2.300e-03 -3.440e-02 -5.400e-02 -2.137e-01 -2.250e-01
 -5.150e-02  7.970e-02 -3.350e-02 -2.302e-01 -3.938e-01  1.495e-01
  4.890e-02  3.950e-02  1.156e-01  9.580e-02 -6.340e-02 -2.500e-03
  2.140e-01  1.435e-01 -2.024e-01  8.490e-02  1.132e-01  1.546e-01
 -1.021e-01  2.333e-01 -1.323e-01  7.010e-01  3.800e-03  2.360e-02
  1.022e-01  3.620e-02 -2.592e-01 -2.281e-01  1.430e-01 -3.363e-01
  2.410e-02  1.719e-01  5.630e-02  2.140e-02  1.959e-01 -1.319e-01
  5.670e-02  2.970e-02 -4.210e-02 -4.100e-02 -1.420e-01  5.780e-02
  2.300e-03  1.280e-01 -2.304e-01  1.126e-01  2.597e-01  2.733e-01
  1.976e-01 -1.239e-01  1.416e-01  2.099e-01  1.980e-02 -5.650e-02
 -4.100e-02  3.411e-01  1.790e-02 -7.110e-02 -4.870e-02  2.840e-02
  1.703e-01  4.600e-03  7.170e-02 -5.920e-02  5.076e-01 -1.295e-01
  3.660e-02 -1.426e-01  7.900e-02 -2.486e-01 -3.921e-01  6.200e-03
  1.650e-02 -8.360e-02  2.148e-01 -2.630e-02 -1.899e-01 -4.980e-02
 -1.122e-01  1.720e-01  1.112e-01 -2.631e-01  7.100e-02  3.000e-01
  3.861e-01  3.230e-02 -7.860e-02 -7.210e-02 -2.495e-01  7.990e-02]"
2,下旬,3,"[ 0.1047 -0.0735  0.5682  0.056   0.0032 -0.0568  0.0947 -0.0284 -0.0151
 -0.1307 -0.1463 -0.1146  0.0416 -0.1156 -0.0998  0.1069 -0.0702  0.0452
 -0.0216 -0.0133 -0.0442 -0.0028  0.2975 -0.0726  0.044  -0.1153 -0.1288
 -0.0507 -0.2229 -0.0209 -0.0222  0.0899  0.0369 -0.0007  0.1208  0.1024
  0.1981 -0.3361 -0.0895 -0.0678  0.1949 -0.1258  0.0603 -0.0906 -0.5654
 -0.0671 -0.2254 -0.0022  0.0634  0.0706  0.0669 -0.0793 -0.0793 -0.5787
 -0.1247 -0.1969 -0.149   0.0852 -0.0311  0.1443  0.0932 -0.2045 -0.0781
 -0.009   0.0203  0.1657  0.1262  0.0835 -0.0668 -0.0168 -0.1944  0.0876
  0.064   0.2054  0.0934  0.0516  0.0279 -0.1217  0.0561  0.0926  0.03
 -0.1655  0.0446 -0.16   -0.1196 -0.054   0.2577  0.1486  0.1006  0.175
  0.0621 -0.1204 -0.1414 -0.1703 -0.022  -0.1939 -0.1734  0.2068  0.0672
  0.1166 -0.4622  0.1069  0.1318 -0.1166 -0.5446 -0.2145  0.1762  0.1407
 -0.2023 -0.0268 -0.1389 -0.1334  0.0653  0.0662  0.0375  0.0924 -0.0626
  0.0996 -0.0692 -0.0426 -0.0213  0.0893 -0.0224  0.0451 -0.1875  0.0202
  0.035  -0.106  -0.2338  0.2947  0.5578  0.1766 -0.0927 -0.0681  0.0276
  0.241   0.0583 -0.2321  0.0354 -0.0058 -0.0337 -0.2976 -0.0401 -0.0938
  0.225  -0.0492 -0.0215 -0.6069 -0.0511 -0.1907 -0.0804 -0.0417  0.1975
  0.1306  0.1732 -0.1206  0.2433 -0.0063 -0.1113 -0.4864  0.0109  0.0479
  0.0632 -0.0184  0.0946 -0.1224 -0.053  -0.0291  0.2266 -0.0365  0.0603
  0.1234  0.1714  0.0982  0.0115  0.1581 -0.0483 -0.1452 -0.1501 -0.1798
  0.1374 -0.0371  0.1104 -0.0323  0.1377 -0.0645  0.1199  0.1496  0.0346
  0.2643  0.081   0.2275  0.0291  0.2069  0.2609  0.0014 -0.0808  0.1512
 -0.121   0.0457  0.0914  0.0259  0.1035 -0.0943  0.052  -0.0043  0.0463
  0.0703  0.1374 -0.0898 -0.125   0.1079 -0.0695 -0.0804 -0.0675 -0.0415
  0.0496 -0.0799  0.2732  0.149  -0.0434 -0.2004 -0.1326  0.005  -0.0132
 -0.0179 -0.0271 -0.1014  0.1832  0.2946  0.0813  0.6696  0.119  -0.2076
  0.0377  0.2205 -0.0478 -0.0118  0.0099 -0.1933 -0.109   0.0801  0.0457
 -0.0609 -0.2013 -0.1092  0.0928  0.0618  0.0579  0.0741 -0.062  -0.0344
  0.2169 -0.0849 -0.2696  0.0276 -0.0059  0.158  -0.0289 -0.0091  0.2853
  0.1899  0.0842  0.0102 -0.2915  0.0193  0.2142  0.1094 -0.0215 -0.0474
  0.1079 -0.0337 -0.083   0.1832 -0.1888  0.0424  0.1487  0.0498  0.1337
  0.078  -0.4081  0.2236  0.1125  0.0277 -0.0431 -0.0229 -0.0964 -0.0886
 -0.1986  0.0468  0.0247 -0.1514  0.0461  0.119   0.4083  0.0484  0.2598
  0.0689 -0.0799  0.054 ]"
3,下颌,1,"[ 0.3003 -0.3533  0.2598 -0.1818  0.2832 -0.0988  0.1991  0.1908 -0.127
  0.185  -0.0217  0.2848 -0.3434  0.1964  0.2266  0.1664 -0.0159  0.0909
 -0.0261 -0.5259  0.1884  0.1153 -0.1524  0.092   0.3973 -0.1313 -0.2768
  0.1181 -0.1354  0.0713 -0.0426 -0.3668  0.2728 -0.01   -0.115  -0.0293
 -0.1524 -0.0496 -0.3427 -0.2498 -0.0096  0.3574 -0.2489  0.4287 -0.3172
  0.2854  0.6088  0.0053 -0.3466  0.083  -0.1668 -0.2376  0.4683  0.5089
  0.1153  0.137  -0.0098 -0.0683 -0.1779 -0.0801 -0.0783 -0.1023  0.0124
  0.0156 -0.2755  0.0401  0.0633  0.071  -0.0335 -0.4152 -0.2579  0.454
 -0.2121 -0.222   0.132  -0.1009  0.202   0.3601 -0.0796 -0.1735 -0.1838
  0.1352 -0.1495 -0.076  -0.1029  0.0059  0.0188 -0.0806 -0.0488  0.1088
  0.0023 -0.0019  0.0667  0.0853 -0.1689  0.1852  0.1657 -0.0688  0.4815
 -0.0073  0.0976 -0.113  -0.094   0.0701 -0.1654 -0.0445 -0.0142 -0.0668
 -0.3256  0.0147 -0.148  -0.0665 -0.0164 -0.3015  0.0435  0.3879  0.0917
 -0.2151 -0.4493  0.1796  0.4463 -0.1384  0.0835 -0.0739  0.105  -0.0418
 -0.1646 -0.0641 -0.2468 -0.4026 -0.5497 -0.1264 -0.3819  0.1252  0.0379
  0.0031  0.4699  0.3053  0.1144 -0.1629  0.3638 -0.1563 -0.2049 -0.1042
  0.183   0.0774 -0.1776  0.0388 -0.0069  0.1091 -0.143  -0.0769  0.317
  0.0279 -0.2735  0.2595 -0.0067  0.1381  0.0684  0.0734 -0.0167  0.4899
 -0.3417 -0.0842 -0.3076 -0.0768  0.0571  0.0163  0.1939  0.0549  0.5679
  0.2762  0.0716  0.1209 -0.0558  0.0522 -0.1105  0.3071 -0.2962  0.0252
 -0.2032 -0.1748 -0.1872 -0.1325  0.3601 -0.2746  0.2614  0.0258 -0.2033
  0.5234 -0.3108 -0.2236  0.2472 -0.2707 -0.049  -0.0927 -0.0683  0.0098
 -0.335   0.3614 -0.1191  0.0272  0.0305 -0.1694  0.0061  0.0276 -0.3319
 -0.4118 -0.0861  0.1385 -0.1659  0.0616 -0.1823 -0.1456  0.179   0.0906
 -0.0874  0.2132  0.0536 -0.1998  0.1299  0.2956 -0.1741  0.2004 -0.1828
 -0.2807 -0.1245  0.0573  0.0716 -0.5497  0.055   1.2233 -0.4994 -0.0734
 -0.2684  0.1234 -0.002  -0.1615  0.0895 -0.0983  0.0837 -0.1142 -0.2934
  0.1397  0.0999  0.0744  0.2284 -0.2646 -0.0736  0.1554  0.0358 -0.0332
  0.3369 -0.1097  0.0959  0.3494  0.1925 -0.0751 -0.1164 -0.1057 -0.3825
  0.0748  0.1256  0.1233  0.0994  0.1156  0.2609 -0.1728  0.1249  0.0459
  0.0465  0.1153  0.3864 -0.023  -0.1568 -0.14    0.1787 -0.1078  0.1278
 -0.0185 -0.5882 -0.0263  0.0644 -0.1105 -0.0819  0.0455  0.0995 -0.0777
  0.018   0.0085  0.3332 -0.0645  0.1574  0.4249  0.3374  0.2264  0.1307
 -0.2447  0.2801 -0.0089]"
4,专辑,6,"[-1.860e-01 -4.230e-02  4.913e-01  1.851e-01  9.680e-02 -8.500e-02
  1.630e-02 -7.180e-02 -2.840e-01  2.374e-01 -1.787e-01 -1.301e-01
  2.340e-02  1.710e-02 -4.480e-02  3.330e-02 -7.500e-03 -8.210e-02
 -6.110e-02 -1.739e-01  9.100e-03 -2.970e-02 -8.780e-02  5.240e-02
 -8.140e-02  6.220e-02 -4.000e-03  1.836e-01 -1.396e-01  7.550e-02
  1.135e-01  1.689e-01 -2.500e-03  2.560e-02 -6.770e-02  1.043e-01
 -1.736e-01 -2.658e-01 -6.590e-02  4.540e-02 -8.160e-02 -4.650e-02
 -1.907e-01 -5.420e-02  8.280e-02  9.120e-02  5.449e-01 -4.590e-02
 -5.440e-02 -3.010e-02  2.034e-01 -3.200e-03  1.079e-01  3.428e-01
  1.552e-01 -1.387e-01 -4.590e-02  2.400e-03 -3.040e-02 -1.129e-01
  5.900e-02  1.884e-01  1.311e-01 -8.100e-02 -2.400e-02  2.128e-01
 -9.290e-02  2.303e-01 -8.230e-02  4.400e-03  2.325e-01  1.825e-01
  1.942e-01  2.244e-01  2.800e-03 -7.600e-02  9.340e-02  8.920e-02
  1.000e-03  1.780e-02  4.017e-01 -8.710e-02  6.670e-02  5.150e-02
 -1.310e-02  7.700e-03 -2.485e-01 -1.377e-01  4.820e-02  3.330e-01
  1.438e-01 -5.630e-02  4.620e-02 -8.150e-02 -2.748e-01  1.388e-01
 -2.932e-01  1.841e-01 -6.360e-02  2.452e-01 -2.684e-01  1.904e-01
  1.772e-01  3.840e-02 -3.800e-03 -8.800e-03  2.848e-01  7.040e-02
 -2.090e-01  2.950e-02 -4.900e-03  3.840e-02  6.808e-01  1.036e-01
 -5.500e-02  2.450e-02 -1.055e-01  1.600e-02 -4.230e-02 -9.700e-03
  1.610e-02 -7.870e-02 -1.107e-01  1.948e-01 -2.000e-03 -1.022e-01
 -2.120e-02  3.869e-01  2.300e-03 -3.077e-01 -5.414e-01  1.499e-01
 -1.757e-01  3.569e-01  3.100e-02 -1.243e-01 -4.600e-02 -2.745e-01
  1.663e-01  2.076e-01 -2.727e-01  3.799e-01 -1.433e-01 -2.339e-01
 -6.620e-02 -2.070e-02 -3.100e-03  2.010e-01  4.880e-02 -2.423e-01
 -4.185e-01 -1.049e-01 -1.099e-01 -4.061e-01  1.709e-01  4.080e-02
 -7.070e-02  6.870e-02  7.160e-02  1.011e-01  8.170e-02 -7.050e-02
  8.400e-02 -9.400e-03 -8.180e-02  4.870e-02  3.400e-02 -3.070e-02
  1.800e-02 -1.958e-01  2.820e-01  1.152e-01  1.304e-01  4.200e-03
  4.170e-02  1.225e-01  1.811e-01  3.470e-02  5.980e-02  1.090e-02
 -9.270e-02 -4.703e-01  3.220e-02 -2.170e-01  1.084e-01  2.500e-03
 -3.760e-02  1.709e-01 -5.920e-02  3.951e-01 -1.050e-02  4.170e-02
  2.370e-02 -9.800e-03  7.000e-04 -3.020e-02  2.610e-02  1.355e-01
  1.447e-01 -1.526e-01 -1.090e-02 -7.830e-02  6.760e-02  9.450e-02
  9.970e-02  1.419e-01  1.490e-01  8.300e-03 -1.770e-02 -1.403e-01
  1.237e-01  1.475e-01 -6.950e-02 -9.150e-02 -3.365e-01 -1.213e-01
 -5.000e-02  8.120e-02  1.259e-01 -8.790e-02 -2.390e-02  2.680e-02
  1.185e-01 -2.360e-01  1.471e-01  1.728e-01 -3.530e-02  8.800e-03
 -2.228e-01 -5.465e-01 -8.750e-02  8.645e-01 -2.180e-02  1.560e-02
  2.670e-02  5.100e-02 -1.904e-01  1.616e-01 -1.477e-01  5.550e-02
 -1.363e-01 -1.124e-01  2.170e-02 -8.910e-02  9.720e-02 -1.026e-01
 -3.530e-02  4.960e-02  1.162e-01 -6.220e-02  1.581e-01 -4.030e-02
 -2.370e-02  6.140e-02 -4.720e-02  3.150e-02 -1.930e-02  2.240e-01
 -3.070e-02  1.389e-01 -3.740e-02 -1.617e-01 -1.101e-01 -2.040e-02
  2.100e-02  2.730e-02  3.110e-02  2.011e-01 -1.802e-01 -1.819e-01
  5.590e-02  5.950e-02 -7.400e-02  2.200e-01  1.043e-01  1.833e-01
  1.351e-01 -3.160e-02 -9.550e-02  3.840e-02 -7.040e-02  1.576e-01
  1.710e-02 -2.631e-01 -9.990e-02 -6.610e-02  6.490e-02 -1.110e-02
 -5.900e-03 -2.402e-01  1.331e-01 -1.276e-01 -4.140e-02  8.520e-02
 -1.920e-02 -2.954e-01  5.070e-02 -1.206e-01  2.346e-01  5.380e-02]"
5,世纪,4,"[-1.337e-01  5.040e-02  3.349e-01 -1.155e-01  2.643e-01  1.595e-01
  1.810e-02  3.137e-01 -7.096e-01 -3.440e-02 -3.100e-03  7.070e-02
  5.100e-03  8.250e-02 -2.146e-01  2.070e-02 -7.910e-02 -1.105e-01
 -1.362e-01 -1.374e-01 -6.210e-02  7.830e-02  8.830e-02  1.441e-01
 -5.200e-02  3.062e-01  3.520e-02  7.400e-03 -1.325e-01  1.070e-01
  2.145e-01 -1.971e-01  1.340e-01 -1.545e-01  2.238e-01 -2.069e-01
 -4.790e-02 -2.836e-01  1.526e-01 -2.018e-01  2.816e-01  2.530e-02
  4.600e-03 -1.959e-01 -1.054e-01 -9.080e-02  2.292e-01  4.300e-02
 -3.422e-01  1.145e-01 -8.890e-02  3.130e-02 -2.740e-02 -2.396e-01
  7.230e-02 -4.200e-02 -1.384e-01  2.640e-02  2.530e-02  2.866e-01
 -2.749e-01  1.695e-01 -9.420e-02  4.740e-02  1.800e-03  8.980e-02
  9.810e-02 -1.266e-01 -3.740e-02  3.413e-01 -1.326e-01  6.750e-02
  1.990e-02  1.162e-01 -2.807e-01 -6.600e-02  1.421e-01 -8.630e-02
  7.000e-04  1.500e-02  1.206e-01 -1.354e-01  5.710e-02  9.460e-02
 -1.660e-02 -2.280e-02  1.903e-01 -1.918e-01 -1.169e-01  3.332e-01
  9.150e-02 -1.553e-01  4.830e-02  1.200e-02 -1.134e-01  4.030e-02
 -1.877e-01 -2.898e-01 -4.950e-02 -2.150e-02 -7.390e-02  4.790e-02
 -1.310e-02 -3.807e-01  6.820e-02  8.260e-02 -5.730e-02 -4.800e-02
  1.590e-02  4.690e-02  5.030e-02 -1.910e-02  2.960e-01 -4.240e-02
 -1.090e-02  2.972e-01  6.790e-02  7.630e-02 -5.748e-01  1.192e-01
  1.500e-01  7.690e-02  8.980e-02  1.530e-02  1.172e-01  1.706e-01
 -4.400e-03  1.236e-01  5.820e-02  6.970e-02  1.325e-01  5.900e-03
 -7.500e-03 -1.905e-01  3.544e-01 -1.187e-01 -1.500e-02  1.415e-01
 -7.370e-02  4.830e-02 -7.130e-02  1.184e-01 -4.460e-02  3.800e-02
  9.700e-03  8.210e-02 -4.370e-02  1.719e-01 -3.300e-02  4.460e-02
 -1.494e-01 -4.380e-02  3.072e-01  1.920e-02  2.420e-02 -3.485e-01
  1.725e-01 -1.588e-01  1.820e-02  3.234e-01  1.972e-01 -2.060e-02
 -1.145e-01 -5.920e-02 -3.500e-02  7.300e-02  4.310e-02  9.900e-03
  2.490e-02 -8.820e-02 -6.220e-02  1.071e-01  1.193e-01  6.350e-02
  2.298e-01 -2.370e-02 -5.480e-02  3.300e-03 -1.965e-01  1.441e-01
  2.086e-01 -2.390e-01  1.499e-01 -1.161e-01 -8.580e-02 -4.000e-03
 -2.040e-02  5.370e-02 -1.059e-01  2.815e-01  3.080e-02 -4.416e-01
 -6.330e-02  1.760e-02  3.453e-01 -2.051e-01 -4.100e-02 -1.600e-03
 -6.790e-02 -2.729e-01  1.740e-02 -4.540e-02  1.995e-01 -9.220e-02
 -1.534e-01 -4.940e-02 -2.044e-01 -6.480e-02 -6.800e-02 -1.058e-01
 -2.498e-01 -1.467e-01  7.000e-03 -2.177e-01 -4.360e-02  1.110e-02
 -2.314e-01 -4.420e-02  1.506e-01 -2.520e-02 -1.121e-01 -4.585e-01
  1.822e-01  3.020e-02 -2.744e-01  5.570e-02 -4.050e-02 -2.200e-01
 -1.163e-01 -4.874e-01 -1.197e-01  7.820e-01  2.170e-02  1.013e-01
  7.700e-03  1.074e-01  1.740e-02  1.770e-02  7.130e-02 -1.750e-02
  3.830e-02 -7.080e-02  4.970e-02 -4.190e-02 -1.378e-01 -2.557e-01
  2.088e-01  9.190e-02 -1.184e-01  4.100e-03  1.549e-01  8.810e-02
 -3.500e-03 -1.279e-01 -2.290e-02  7.080e-02  1.240e-01 -1.544e-01
  1.099e-01 -1.991e-01  2.417e-01 -9.450e-02  1.731e-01 -3.360e-02
 -1.000e-03 -4.230e-02  7.700e-03  4.200e-03 -6.780e-02  2.406e-01
  8.660e-02  8.390e-02  7.000e-03  9.300e-03 -2.417e-01 -4.000e-03
 -2.400e-03 -5.130e-02  6.810e-02 -6.810e-02 -2.513e-01  1.286e-01
 -5.430e-02  1.317e-01 -7.900e-03  1.469e-01 -4.630e-02 -3.340e-02
 -2.445e-01 -9.580e-02  7.910e-02 -2.135e-01 -3.310e-02  2.459e-01
  2.693e-01 -1.879e-01 -1.905e-01 -3.950e-02  1.358e-01  1.300e-02]"
