Noun,MW,Count_Pre,P(n),P(w),P(n|w),"P(n,w)",log_term,MI_contribution
唇枪舌剑,番,1,0.00043687199650502403,0.0017474879860200961,0.25,0.00043687199650502403,9.160313114390162,0.004001884278894785
唱片,张,1,0.00043687199650502403,0.0061162079510703364,0.07142857142857142,0.00043687199650502403,7.353093163662955,0.0032123604908968783
商人,名,1,0.00043687199650502403,0.024464831804281346,0.017857142857142856,0.00043687199650502403,5.353133657524508,0.0023386341885209736
商店,间,1,0.00043687199650502403,0.00655307994757536,0.06666666666666667,0.00043687199650502403,7.2535610895203755,0.003168877714949924
善事,桩,1,0.00043687199650502403,0.001310615989515072,0.3333333333333333,0.00043687199650502403,9.575287631369216,0.004183175024626132
喇嘛,世,1,0.00043687199650502403,0.0008737439930100481,0.5,0.00043687199650502403,10.16012417573886,0.004438673733393997
因素,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
团体,个,3,0.001310615989515072,0.23896898208824816,0.005484460694698354,0.001310615989515072,2.0651043742051844,0.0027065588128508318
国家,个,15,0.00655307994757536,0.23896898208824816,0.027422303473491772,0.00655307994757536,2.0651046546515297,0.013532795902041478
国旗,支,1,0.00043687199650502403,0.004805591961555264,0.09090909090909091,0.00043687199650502403,7.7010017423244905,0.0033643520062579687
圆弧,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
土地,块,1,0.0008737439930100481,0.001310615989515072,0.3333333333333333,0.00043687199650502403,8.57541359871847,0.003746358059728471
土地,片,1,0.0008737439930100481,0.001310615989515072,0.3333333333333333,0.00043687199650502403,8.57541359871847,0.003746358059728471
地区,个,5,0.002621231979030144,0.23896898208824816,0.009140767824497258,0.00218435998252512,1.8020701546581086,0.003936369931538027
地区,小片,1,0.002621231979030144,0.00043687199650502403,1.0,0.00043687199650502403,8.57541359871847,0.003746358059728471
地图,幅,1,0.00043687199650502403,0.0008737439930100481,0.5,0.00043687199650502403,10.16012417573886,0.004438673733393997
地库,期,1,0.00043687199650502403,0.0017474879860200961,0.25,0.00043687199650502403,9.160313114390162,0.004001884278894785
地方,个,3,0.001310615989515072,0.23896898208824816,0.005484460694698354,0.001310615989515072,2.0651043742051844,0.0027065588128508318
地点,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
场所,家,1,0.00043687199650502403,0.007863695937090432,0.05555555555555555,0.00043687199650502403,6.990535082340956,0.003053969018060706
城堡,座,1,0.00043687199650502403,0.014416775884665793,0.030303030303030304,0.00043687199650502403,6.116085052457498,0.0026719462876616416
城市,个,3,0.0017474879860200961,0.23896898208824816,0.005484460694698354,0.001310615989515072,1.6500669900852203,0.0021626041809766974
城市,座,1,0.0017474879860200961,0.014416775884665793,0.030303030303030304,0.00043687199650502403,4.116102231902847,0.001798209799870182
城镇,个,4,0.0017474879860200961,0.23896898208824816,0.007312614259597806,0.0017474879860200961,2.065104461844658,0.0036087452369500356
城门,座,2,0.0008737439930100481,0.014416775884665793,0.06060606060606061,0.0008737439930100481,6.116096340281914,0.005343902437992061
基因,种,1,0.00043687199650502403,0.0563564875491481,0.007751937984496124,0.00043687199650502403,4.149268962663265,0.0018126994157550305
堂区,个,5,0.00218435998252512,0.23896898208824816,0.009140767824497258,0.00218435998252512,2.065104514428346,0.0045109316610492485
堂弟,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
塔楼,幢,1,0.00043687199650502403,0.0008737439930100481,0.5,0.00043687199650502403,10.16012417573886,0.004438673733393997
士兵,名,2,0.0008737439930100481,0.024464831804281346,0.03571428571428571,0.0008737439930100481,5.3531402414955185,0.004677274129747068
壮汉,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
声道,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
夏,年,1,0.00043687199650502403,0.22586282219309742,0.0019342359767891683,0.00043687199650502403,2.1464801453793863,0.0009377370665702867
夏天,年,1,0.00043687199650502403,0.22586282219309742,0.0019342359767891683,0.00043687199650502403,2.1464801453793863,0.0009377370665702867
夏季,年,1,0.00043687199650502403,0.22586282219309742,0.0019342359767891683,0.00043687199650502403,2.1464801453793863,0.0009377370665702867
外套,种,1,0.00043687199650502403,0.0563564875491481,0.007751937984496124,0.00043687199650502403,4.149268962663265,0.0018126994157550305
夜,日,1,0.0008737439930100481,0.0034949759720401923,0.125,0.00043687199650502403,7.160454834618554,0.0031282021994838596
夜,月,1,0.0008737439930100481,0.16295325469637395,0.002680965147453083,0.00043687199650502403,1.6174692442587335,0.0007066270180247853
夜晚,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
大会,届,3,0.0017474879860200961,0.004805591961555264,0.2727272727272727,0.001310615989515072,7.286015560203634,0.009549168493058497
大会,次,1,0.0017474879860200961,0.03014416775884666,0.014492753623188406,0.00043687199650502403,3.0519748822336394,0.0013333223600845957
大堂,座,1,0.00043687199650502403,0.014416775884665793,0.030303030303030304,0.00043687199650502403,6.116085052457498,0.0026719462876616416
大奖,年,1,0.00043687199650502403,0.22586282219309742,0.0019342359767891683,0.00043687199650502403,2.1464801453793863,0.0009377370665702867
大学,所,3,0.001310615989515072,0.009174311926605505,0.14285714285714285,0.001310615989515072,6.768172436442601,0.008870475014996855
大战,次,14,0.0061162079510703364,0.03014416775884666,0.2028985507246377,0.0061162079510703364,5.051976531857412,0.030898939032767046
大楼,幢,1,0.0008737439930100481,0.0008737439930100481,0.5,0.00043687199650502403,9.160313114390162,0.004001884278894785
大楼,座,1,0.0008737439930100481,0.014416775884665793,0.030303030303030304,0.00043687199650502403,5.116096505398334,0.0022350792946257466
大火,场,1,0.00043687199650502403,0.010921799912625601,0.04,0.00043687199650502403,6.516615652206807,0.0028469268904354767
大碟,张,2,0.0008737439930100481,0.0061162079510703364,0.14285714285714285,0.0008737439930100481,7.35311999432795,0.006424744424926125
大选,年,1,0.00043687199650502403,0.22586282219309742,0.0019342359767891683,0.00043687199650502403,2.1464801453793863,0.0009377370665702867
大道,条,2,0.0008737439930100481,0.021843599825251202,0.04,0.0008737439930100481,5.516638163886239,0.0048201294573055825
头槌,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
头衔,届,1,0.00043687199650502403,0.004805591961555264,0.09090909090909091,0.00043687199650502403,7.7010017423244905,0.0033643520062579687
奖品,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
奖牌,面,1,0.00043687199650502403,0.00043687199650502403,1.0,0.00043687199650502403,11.159746372651574,0.004875380678309993
女儿,个,3,0.001310615989515072,0.23896898208824816,0.005484460694698354,0.001310615989515072,2.0651043742051844,0.0027065588128508318
女孩,位,1,0.00043687199650502403,0.01616426387068589,0.02702702702702703,0.00043687199650502403,5.95102828249083,0.002599837607029633
女性,名,1,0.00043687199650502403,0.024464831804281346,0.017857142857142856,0.00043687199650502403,5.353133657524508,0.0023386341885209736
女王,位,1,0.00043687199650502403,0.01616426387068589,0.02702702702702703,0.00043687199650502403,5.95102828249083,0.002599837607029633
女皇,代,1,0.00043687199650502403,0.0034949759720401923,0.125,0.00043687199650502403,8.160407592995563,0.0035650535574467293
女眷,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
女郎,名,1,0.00043687199650502403,0.024464831804281346,0.017857142857142856,0.00043687199650502403,5.353133657524508,0.0023386341885209736
好友,位,1,0.00043687199650502403,0.01616426387068589,0.02702702702702703,0.00043687199650502403,5.95102828249083,0.002599837607029633
好手,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
妇女,名,1,0.00043687199650502403,0.024464831804281346,0.017857142857142856,0.00043687199650502403,5.353133657524508,0.0023386341885209736
妹妹,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
妻子,位,1,0.0008737439930100481,0.01616426387068589,0.02702702702702703,0.00043687199650502403,4.9510384972890495,0.002162970073083901
妻子,岁,1,0.0008737439930100481,0.0017474879860200961,0.25,0.00043687199650502403,8.160407592995563,0.0035650535574467293
姐妹,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
姐姐,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
委员,届,1,0.0008737439930100481,0.004805591961555264,0.09090909090909091,0.00043687199650502403,6.701036100328738,0.0029274950198028564
委员,次,1,0.0008737439930100481,0.03014416775884666,0.014492753623188406,0.00043687199650502403,4.051972143462104,0.0017701931600970309
威胁,种,1,0.00043687199650502403,0.0563564875491481,0.007751937984496124,0.00043687199650502403,4.149268962663265,0.0018126994157550305
娃娃,位,1,0.00043687199650502403,0.01616426387068589,0.02702702702702703,0.00043687199650502403,5.95102828249083,0.002599837607029633
娘舅,版,1,0.00043687199650502403,0.00043687199650502403,1.0,0.00043687199650502403,11.159746372651574,0.004875380678309993
婚事,桩,1,0.00043687199650502403,0.001310615989515072,0.3333333333333333,0.00043687199650502403,9.575287631369216,0.004183175024626132
婚姻,个,1,0.001310615989515072,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,0.4801420936392578,0.00020976063505428476
婚姻,桩,1,0.001310615989515072,0.001310615989515072,0.3333333333333333,0.00043687199650502403,7.990493089558007,0.0034908226690948045
婚姻,次,1,0.001310615989515072,0.03014416775884666,0.014492753623188406,0.00043687199650502403,3.46701146858806,0.0015146402221878812
媒体,家,1,0.00043687199650502403,0.007863695937090432,0.05555555555555555,0.00043687199650502403,6.990535082340956,0.003053969018060706
子夜,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
子女,名,1,0.00043687199650502403,0.024464831804281346,0.017857142857142856,0.00043687199650502403,5.353133657524508,0.0023386341885209736
子球,颗,1,0.00043687199650502403,0.007426823940585408,0.058823529411764705,0.00043687199650502403,7.072994772335391,0.0030899933474597603
字,个,2,0.0008737439930100481,0.23896898208824816,0.003656307129798903,0.0008737439930100481,2.0651041989262633,0.0018043723887516498
字号,家,1,0.00043687199650502403,0.007863695937090432,0.05555555555555555,0.00043687199650502403,6.990535082340956,0.003053969018060706
字母,个,2,0.001310615989515072,0.23896898208824816,0.003656307129798903,0.0008737439930100481,1.4801419285228388,0.0012932651188491383
字母,套,1,0.001310615989515072,0.0030581039755351682,0.14285714285714285,0.00043687199650502403,6.7681486600732805,0.0029568146177690172
季,年,1,0.00043687199650502403,0.22586282219309742,0.0019342359767891683,0.00043687199650502403,2.1464801453793863,0.0009377370665702867
孤岛,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
学位,个,2,0.0008737439930100481,0.23896898208824816,0.003656307129798903,0.0008737439930100481,2.0651041989262633,0.0018043723887516498
学士,位,1,0.00043687199650502403,0.01616426387068589,0.02702702702702703,0.00043687199650502403,5.95102828249083,0.002599837607029633
学期,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
学校,所,4,0.00218435998252512,0.009174311926605505,0.19047619047619047,0.0017474879860200961,6.446249113388639,0.011264742880539342
学校,间,1,0.00218435998252512,0.00655307994757536,0.06666666666666667,0.00043687199650502403,4.931673308619916,0.0021545099644473204
学科,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
学院,个,3,0.0017474879860200961,0.23896898208824816,0.005484460694698354,0.001310615989515072,1.6500669900852203,0.0021626041809766974
学院,所,1,0.0017474879860200961,0.009174311926605505,0.047619047619047616,0.00043687199650502403,4.768175656191463,0.0020830824186070175
孩子,个,7,0.0034949759720401923,0.23896898208824816,0.012797074954296161,0.0030581039755351682,1.872459521258504,0.005726175905989309
孩子,位,1,0.0034949759720401923,0.01616426387068589,0.02702702702702703,0.00043687199650502403,2.9510461584351773,0.0012892294270140574
宇宙,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
宗室,分,1,0.00043687199650502403,0.00043687199650502403,1.0,0.00043687199650502403,11.159746372651574,0.004875380678309993
宗教,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
定理,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
宝藏,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
实体,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
家庭,个,7,0.0030581039755351682,0.23896898208824816,0.012797074954296161,0.0030581039755351682,2.0651045745239935,0.0063153045092476864
家族,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
对手,对,1,0.00043687199650502403,0.0008737439930100481,0.5,0.00043687199650502403,10.16012417573886,0.004438673733393997
对话,句,1,0.0008737439930100481,0.0017474879860200961,0.25,0.00043687199650502403,8.160407592995563,0.0035650535574467293
对话,小段,1,0.0008737439930100481,0.00043687199650502403,1.0,0.00043687199650502403,10.16012417573886,0.004438673733393997
对象,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
寺院,座,2,0.0008737439930100481,0.014416775884665793,0.06060606060606061,0.0008737439930100481,6.116096340281914,0.005343902437992061
导演,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
导航,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
将军,位,1,0.00043687199650502403,0.01616426387068589,0.02702702702702703,0.00043687199650502403,5.95102828249083,0.002599837607029633
小体,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
小姐,位,1,0.00043687199650502403,0.01616426387068589,0.02702702702702703,0.00043687199650502403,5.95102828249083,0.002599837607029633
小孩,个,2,0.0008737439930100481,0.23896898208824816,0.003656307129798903,0.0008737439930100481,2.0651041989262633,0.0018043723887516498
小岛,个,2,0.0008737439930100481,0.23896898208824816,0.003656307129798903,0.0008737439930100481,2.0651041989262633,0.0018043723887516498
小时,个,2,0.0008737439930100481,0.23896898208824816,0.003656307129798903,0.0008737439930100481,2.0651041989262633,0.0018043723887516498
小组,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
小说,部,6,0.002621231979030144,0.013543031891655745,0.1935483870967742,0.002621231979030144,6.206301428218208,0.016268155775146023
小调,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
小镇,个,2,0.0008737439930100481,0.23896898208824816,0.003656307129798903,0.0008737439930100481,2.0651041989262633,0.0018043723887516498
少女,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
少尉,名,1,0.00043687199650502403,0.024464831804281346,0.017857142857142856,0.00043687199650502403,5.353133657524508,0.0023386341885209736
尾部,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
尾须,对,1,0.00043687199650502403,0.0008737439930100481,0.5,0.00043687199650502403,10.16012417573886,0.004438673733393997
居民,名,1,0.00043687199650502403,0.024464831804281346,0.017857142857142856,0.00043687199650502403,5.353133657524508,0.0023386341885209736
屋苑,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
屏风,座,1,0.00043687199650502403,0.014416775884665793,0.030303030303030304,0.00043687199650502403,6.116085052457498,0.0026719462876616416
展览,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
属,个,7,0.0030581039755351682,0.23896898208824816,0.012797074954296161,0.0030581039755351682,2.0651045745239935,0.0063153045092476864
山区,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
山峰,座,1,0.00043687199650502403,0.014416775884665793,0.030303030303030304,0.00043687199650502403,6.116085052457498,0.0026719462876616416
山村,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
岛,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
州,个,3,0.001310615989515072,0.23896898208824816,0.005484460694698354,0.001310615989515072,2.0651043742051844,0.0027065588128508318
州份,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
工业,项,1,0.00043687199650502403,0.007863695937090432,0.05555555555555555,0.00043687199650502403,6.990535082340956,0.003053969018060706
工人,名,2,0.0008737439930100481,0.024464831804281346,0.03571428571428571,0.0008737439930100481,5.3531402414955185,0.004677274129747068
工作,个,2,0.0008737439930100481,0.23896898208824816,0.003656307129798903,0.0008737439930100481,2.0651041989262633,0.0018043723887516498
工党,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
工具,种,2,0.0008737439930100481,0.0563564875491481,0.015503875968992248,0.0008737439930100481,4.149271727394883,0.0036254012471777044
工序,道,1,0.00043687199650502403,0.0017474879860200961,0.25,0.00043687199650502403,9.160313114390162,0.004001884278894785
工程,期,3,0.0017474879860200961,0.0017474879860200961,0.75,0.001310615989515072,8.745417115184482,0.011461883506139558
工程,项,1,0.0017474879860200961,0.007863695937090432,0.05555555555555555,0.00043687199650502403,4.990566577730315,0.002180238784504288
巨作,部,1,0.00043687199650502403,0.013543031891655745,0.03225806451612903,0.00043687199650502403,6.206281383636882,0.0027113505389414075
差异,种,1,0.00043687199650502403,0.0563564875491481,0.007751937984496124,0.00043687199650502403,4.149268962663265,0.0018126994157550305
巴士,条,1,0.0017474879860200961,0.021843599825251202,0.02,0.00043687199650502403,3.5166421085032877,0.0015363224589354687
巴士,款,1,0.0017474879860200961,0.00218435998252512,0.2,0.00043687199650502403,6.838536188241427,0.002987564957728889
巴士,辆,2,0.0017474879860200961,0.002621231979030144,0.3333333333333333,0.0008737439930100481,7.575507916332416,0.006619054535895515
市场,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
市民,名,1,0.00043687199650502403,0.024464831804281346,0.017857142857142856,0.00043687199650502403,5.353133657524508,0.0023386341885209736
市镇,个,5,0.00218435998252512,0.23896898208824816,0.009140767824497258,0.00218435998252512,2.065104514428346,0.0045109316610492485
市长,位,1,0.00043687199650502403,0.01616426387068589,0.02702702702702703,0.00043687199650502403,5.95102828249083,0.002599837607029633
席位,个,3,0.001310615989515072,0.23896898208824816,0.005484460694698354,0.001310615989515072,2.0651043742051844,0.0027065588128508318
平台,个,2,0.0008737439930100481,0.23896898208824816,0.003656307129798903,0.0008737439930100481,2.0651041989262633,0.0018043723887516498
平衡,种,1,0.00043687199650502403,0.0563564875491481,0.007751937984496124,0.00043687199650502403,4.149268962663265,0.0018126994157550305
年,个,1,0.00436871996505024,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,-1.256823178082063,-0.0005490708510625002
年,年,8,0.00436871996505024,0.22586282219309742,0.015473887814313346,0.0034949759720401923,1.8245530774230119,0.006376769165305415
年,纪元,1,0.00436871996505024,0.00043687199650502403,1.0,0.00043687199650502403,7.838498394571764,0.0034244204432379924
年中,年,1,0.00043687199650502403,0.22586282219309742,0.0019342359767891683,0.00043687199650502403,2.1464801453793863,0.0009377370665702867
年代,世纪,9,0.00436871996505024,0.007426823940585408,0.5294117647058824,0.003931847968545216,6.921031403070891,0.027212443262401926
年代,个,1,0.00436871996505024,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,-1.256823178082063,-0.0005490708510625002
年初,年,1,0.00043687199650502403,0.22586282219309742,0.0019342359767891683,0.00043687199650502403,2.1464801453793863,0.0009377370665702867
幸福,种,1,0.00043687199650502403,0.0563564875491481,0.007751937984496124,0.00043687199650502403,4.149268962663265,0.0018126994157550305
广场,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
庄园,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
底片,张,1,0.00043687199650502403,0.0061162079510703364,0.07142857142857142,0.00043687199650502403,7.353093163662955,0.0032123604908968783
府尹,任,1,0.00043687199650502403,0.004805591961555264,0.09090909090909091,0.00043687199650502403,7.7010017423244905,0.0033643520062579687
度,年,1,0.00043687199650502403,0.22586282219309742,0.0019342359767891683,0.00043687199650502403,2.1464801453793863,0.0009377370665702867
建筑,座,2,0.0017474879860200961,0.014416775884665793,0.06060606060606061,0.0008737439930100481,5.116102066786428,0.004470163448480933
建筑,批,1,0.0017474879860200961,0.00436871996505024,0.1,0.00043687199650502403,5.83855508544754,0.002550701216884028
建筑,栋,1,0.0017474879860200961,0.0008737439930100481,0.5,0.00043687199650502403,8.160407592995563,0.0035650535574467293
形式,种,2,0.0008737439930100481,0.0563564875491481,0.015503875968992248,0.0008737439930100481,4.149271727394883,0.0036254012471777044
形态,个,2,0.0008737439930100481,0.23896898208824816,0.003656307129798903,0.0008737439930100481,2.0651041989262633,0.0018043723887516498
形象,年,1,0.0008737439930100481,0.22586282219309742,0.0019342359767891683,0.00043687199650502403,1.1464808764263124,0.0005008653894391928
形象,种,1,0.0008737439930100481,0.0563564875491481,0.007751937984496124,0.00043687199650502403,3.149271892511302,0.001375828699218568
影帝,届,1,0.00043687199650502403,0.004805591961555264,0.09090909090909091,0.00043687199650502403,7.7010017423244905,0.0033643520062579687
律师,名,1,0.00043687199650502403,0.024464831804281346,0.017857142857142856,0.00043687199650502403,5.353133657524508,0.0023386341885209736
徒刑,年,2,0.0008737439930100481,0.22586282219309742,0.0038684719535783366,0.0008737439930100481,2.146480711309893,0.0018754746276189542
快感,种,1,0.00043687199650502403,0.0563564875491481,0.007751937984496124,0.00043687199650502403,4.149268962663265,0.0018126994157550305
性腺,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
怪兽,只,1,0.00043687199650502403,0.002621231979030144,0.16666666666666666,0.00043687199650502403,8.57541359871847,0.003746358059728471
总理,个,1,0.0008737439930100481,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,1.0651043640426823,0.00046531427000554053
总理,任,1,0.0008737439930100481,0.004805591961555264,0.09090909090909091,0.00043687199650502403,6.701036100328738,0.0029274950198028564
总督,任,2,0.0008737439930100481,0.004805591961555264,0.18181818181818182,0.0008737439930100481,7.701035935212319,0.006728733888346282
总统,任,2,0.001310615989515072,0.004805591961555264,0.18181818181818182,0.0008737439930100481,7.11608488734108,0.006217636424063853
总统,位,1,0.001310615989515072,0.01616426387068589,0.02702702702702703,0.00043687199650502403,4.366079401516705,0.0019074178250400634
恩怨,段,1,0.00043687199650502403,0.00873743993010048,0.05,0.00043687199650502403,6.838536188241427,0.002987564957728889
情人,任,1,0.00043687199650502403,0.004805591961555264,0.09090909090909091,0.00043687199650502403,7.7010017423244905,0.0033643520062579687
情况,种,1,0.00043687199650502403,0.0563564875491481,0.007751937984496124,0.00043687199650502403,4.149268962663265,0.0018126994157550305
情感,种,1,0.00043687199650502403,0.0563564875491481,0.007751937984496124,0.00043687199650502403,4.149268962663265,0.0018126994157550305
情节,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
惨败,次,1,0.00043687199650502403,0.03014416775884666,0.014492753623188406,0.00043687199650502403,5.05196666593463,0.0022070627636236917
惯例,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
意外,场,1,0.00043687199650502403,0.010921799912625601,0.04,0.00043687199650502403,6.516615652206807,0.0028469268904354767
感觉,种,2,0.0008737439930100481,0.0563564875491481,0.015503875968992248,0.0008737439930100481,4.149271727394883,0.0036254012471777044
愿望,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
戏子,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
成人,名,1,0.00043687199650502403,0.024464831804281346,0.017857142857142856,0.00043687199650502403,5.353133657524508,0.0023386341885209736
成份,种,1,0.00043687199650502403,0.0563564875491481,0.007751937984496124,0.00043687199650502403,4.149268962663265,0.0018126994157550305
成员,个,0,0.0008737439930100481,0.23896898208824816,0.0,0.0,-20.993675167508112,-0.0
成员,位,2,0.0008737439930100481,0.01616426387068589,0.05405405405405406,0.0008737439930100481,5.95103833217263,0.005199683994908371
战争,场,3,0.002621231979030144,0.010921799912625601,0.12,0.001310615989515072,5.516640628513415,0.007230197416138159
战争,年,2,0.002621231979030144,0.22586282219309742,0.0038684719535783366,0.0008737439930100481,0.5615186979535604,0.000490623589299747
战争,次,1,0.002621231979030144,0.03014416775884666,0.014492753623188406,0.00043687199650502403,2.467013294437484,0.0010777690233453403
战士,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
战役,场,2,0.0017474879860200961,0.010921799912625601,0.08,0.0008737439930100481,5.516638163886239,0.0048201294573055825
战役,次,2,0.0017474879860200961,0.03014416775884666,0.028985507246376812,0.0008737439930100481,4.05197471711722,0.00354038856890976
战舰,艘,1,0.00043687199650502403,0.0017474879860200961,0.25,0.00043687199650502403,9.160313114390162,0.004001884278894785
房子,所,1,0.00043687199650502403,0.009174311926605505,0.047619047619047616,0.00043687199650502403,6.7681486600732805,0.0029568146177690172
房屋,间,1,0.00043687199650502403,0.00655307994757536,0.06666666666666667,0.00043687199650502403,7.2535610895203755,0.003168877714949924
房间,间,1,0.00043687199650502403,0.00655307994757536,0.06666666666666667,0.00043687199650502403,7.2535610895203755,0.003168877714949924
手脚,只,1,0.00043687199650502403,0.002621231979030144,0.16666666666666666,0.00043687199650502403,8.57541359871847,0.003746358059728471
技术,款,1,0.0017474879860200961,0.00218435998252512,0.2,0.00043687199650502403,6.838536188241427,0.002987564957728889
技术,种,3,0.0017474879860200961,0.0563564875491481,0.023255813953488372,0.001310615989515072,3.734235638003479,0.004894148935784376
技校,所,1,0.00043687199650502403,0.009174311926605505,0.047619047619047616,0.00043687199650502403,6.7681486600732805,0.0029568146177690172
投票,个,1,0.00043687199650502403,0.23896898208824816,0.0018281535648994515,0.00043687199650502403,2.0651036730897085,0.0009021859646525594
